date,confirmed,recovered,deaths,increase_rate,active_cases,daily_new_confirmed,daily_new_recovered,daily_new_deaths,year,month,month_name,week,day_of_week,days_since_start
2021-12-12,270557955,0,5305892,0.168720186613189,265252063,455717.0,0.0,4577.0,2021,12,Dec,49,Sunday,690
2021-12-13,271168627,0,5312131,0.2257083884301239,265856496,610672.0,0.0,6239.0,2021,12,Dec,50,Monday,691
2021-12-14,271806819,0,5319931,0.2353487595746096,266486888,638192.0,0.0,7800.0,2021,12,Dec,50,Tuesday,692
2021-12-15,272546235,0,5329015,0.2720373251562905,267217220,739416.0,0.0,9084.0,2021,12,Dec,50,Wednesday,693
2021-12-16,273288914,0,5336420,0.2724965178843875,267952494,742679.0,0.0,7405.0,2021,12,Dec,50,Thursday,694
2021-12-17,274056452,0,5343698,0.2808522265926967,268712754,767538.0,0.0,7278.0,2021,12,Dec,50,Friday,695
2021-12-18,274626704,0,5349753,0.2080782976786111,269276951,570252.0,0.0,6055.0,2021,12,Dec,50,Saturday,696
2021-12-19,275139094,0,5354168,0.1865769033152726,269784926,512390.0,0.0,4415.0,2021,12,Dec,50,Sunday,697
2021-12-20,275875635,0,5360781,0.2676976903907374,270514854,736541.0,0.0,6613.0,2021,12,Dec,51,Monday,698
2021-12-21,276632039,0,5368447,0.2741829665385274,271263592,756404.0,0.0,7666.0,2021,12,Dec,51,Tuesday,699
2021-12-22,277542581,0,5378823,0.3291527631042042,272163758,910542.0,0.0,10376.0,2021,12,Dec,51,Wednesday,700
2021-12-23,278549328,0,5386072,0.362736051661925,273163256,1006747.0,0.0,7249.0,2021,12,Dec,51,Thursday,701
2021-12-24,279441137,0,5392175,0.3201619642751391,274048962,891809.0,0.0,6103.0,2021,12,Dec,51,Friday,702
2021-12-25,280143261,0,5396516,0.2512600712757621,274746745,702124.0,0.0,4341.0,2021,12,Dec,51,Saturday,703
2021-12-26,280723328,0,5400289,0.2070608437730722,275323039,580067.0,0.0,3773.0,2021,12,Dec,51,Sunday,704
2021-12-27,281991534,0,5406610,0.4517636667516281,276584924,1268206.0,0.0,6321.0,2021,12,Dec,52,Monday,705
2021-12-28,283318084,0,5414187,0.4704219240851393,277903897,1326550.0,0.0,7577.0,2021,12,Dec,52,Tuesday,706
2021-12-29,285014489,0,5422062,0.5987634026213449,279592427,1696405.0,0.0,7875.0,2021,12,Dec,52,Wednesday,707
2021-12-30,286956973,0,5429648,0.6815386848631404,281527325,1942484.0,0.0,7586.0,2021,12,Dec,52,Thursday,708
2021-12-31,288702918,0,5436385,0.6084344219786567,283266533,1745945.0,0.0,6737.0,2021,12,Dec,52,Friday,709
2022-01-01,289928499,0,5440821,0.4245128551142666,284487678,1225581.0,0.0,4436.0,2022,1,Jan,52,Saturday,710
2022-01-02,290848465,0,5444100,0.3173078890737126,285404365,919966.0,0.0,3279.0,2022,1,Jan,52,Sunday,711
2022-01-03,293207625,0,5449830,0.811130290819998,287757795,2359160.0,0.0,5730.0,2022,1,Jan,1,Monday,712
2022-01-04,295707620,0,5457794,0.8526364210344121,290249826,2499995.0,0.0,7964.0,2022,1,Jan,1,Tuesday,713
2022-01-05,298281697,0,5465721,0.870480442810368,292815976,2574077.0,0.0,7927.0,2022,1,Jan,1,Wednesday,714
2022-01-06,300939650,0,5473352,0.8910881984153389,295466298,2657953.0,0.0,7631.0,2022,1,Jan,1,Thursday,715
2022-01-07,303883455,0,5480605,0.9782044340119356,298402850,2943805.0,0.0,7253.0,2022,1,Jan,1,Friday,716
2022-01-08,306062481,0,5486154,0.7170597688511867,300576327,2179026.0,0.0,5549.0,2022,1,Jan,1,Saturday,717
2022-01-09,308098481,0,5490156,0.6652236475858666,302608325,2036000.0,0.0,4002.0,2022,1,Jan,1,Sunday,718
2022-01-10,311286657,0,5496572,1.034791210152055,305790085,3188176.0,0.0,6416.0,2022,1,Jan,2,Monday,719
2022-01-11,314318499,0,5505829,0.9739710751559776,308812670,3031842.0,0.0,9257.0,2022,1,Jan,2,Tuesday,720
2022-01-12,317771465,0,5515029,1.0985564040887077,312256436,3452966.0,0.0,9200.0,2022,1,Jan,2,Wednesday,721
2022-01-13,320953420,0,5523359,1.0013344023825426,315430061,3181955.0,0.0,8330.0,2022,1,Jan,2,Thursday,722
2022-01-14,324269276,0,5531354,1.0331268630818764,318737922,3315856.0,0.0,7995.0,2022,1,Jan,2,Friday,723
2022-01-15,326766141,0,5537758,0.7699974017889996,321228383,2496865.0,0.0,6404.0,2022,1,Jan,2,Saturday,724
2022-01-16,328944049,0,5542128,0.6665035714333695,323401921,2177908.0,0.0,4370.0,2022,1,Jan,2,Sunday,725
2022-01-17,331605207,0,5548217,0.8090001956533344,326056990,2661158.0,0.0,6089.0,2022,1,Jan,3,Monday,726
2022-01-18,335365768,0,5557505,1.134047632732136,329808263,3760561.0,0.0,9288.0,2022,1,Jan,3,Tuesday,727
2022-01-19,339454794,0,5567559,1.2192735186973525,333887235,4089026.0,0.0,10054.0,2022,1,Jan,3,Wednesday,728
2022-01-20,343160300,0,5577247,1.0916051461037843,337583053,3705506.0,0.0,9688.0,2022,1,Jan,3,Thursday,729
2022-01-21,346995996,0,5587202,1.1177563371986796,341408794,3835696.0,0.0,9955.0,2022,1,Jan,3,Friday,730
2022-01-22,349785095,0,5593449,0.8037842027433654,344191646,2789099.0,0.0,6247.0,2022,1,Jan,3,Saturday,731
2022-01-23,352241709,0,5598467,0.7023209493817911,346643242,2456614.0,0.0,5018.0,2022,1,Jan,3,Sunday,732
2022-01-24,355664142,0,5606968,0.971614920253524,350057174,3422433.0,0.0,8501.0,2022,1,Jan,4,Monday,733
2022-01-25,359315173,0,5617692,1.0265389643918617,353697481,3651031.0,0.0,10724.0,2022,1,Jan,4,Tuesday,734
2022-01-26,362977513,0,5628287,1.0192555937513943,357349226,3662340.0,0.0,10595.0,2022,1,Jan,4,Wednesday,735
2022-01-27,366733894,0,5638821,1.0348798108603494,361095073,3756381.0,0.0,10534.0,2022,1,Jan,4,Thursday,736
2022-01-28,370353940,0,5651060,0.9871042898478318,364702880,3620046.0,0.0,12239.0,2022,1,Jan,4,Friday,737
2022-01-29,373094973,0,5659104,0.7401117428371357,367435869,2741033.0,0.0,8044.0,2022,1,Jan,4,Saturday,738
2022-01-30,375411593,0,5664764,0.6209196498608411,369746829,2316620.0,0.0,5660.0,2022,1,Jan,4,Sunday,739
2022-01-31,378898305,0,5674484,0.9287704655407378,373223821,3486712.0,0.0,9720.0,2022,1,Jan,5,Monday,740
2022-02-01,382058803,0,5688480,0.8341283025797649,376370323,3160498.0,0.0,13996.0,2022,2,Feb,5,Tuesday,741
2022-02-02,385247362,0,5700656,0.8345728393019124,379546706,3188559.0,0.0,12176.0,2022,2,Feb,5,Wednesday,742
2022-02-03,388420043,0,5712365,0.8235438611517345,382707678,3172681.0,0.0,11709.0,2022,2,Feb,5,Thursday,743
2022-02-04,391364751,0,5725509,0.7581246264369524,385639242,2944708.0,0.0,13144.0,2022,2,Feb,5,Friday,744
2022-02-05,393664575,0,5733888,0.5876420894123906,387930687,2299824.0,0.0,8379.0,2022,2,Feb,5,Saturday,745
2022-02-06,395536584,0,5739758,0.4755340253818876,389796826,1872009.0,0.0,5870.0,2022,2,Feb,5,Sunday,746
2022-02-07,398132675,0,5750605,0.656346620013283,392382070,2596091.0,0.0,10847.0,2022,2,Feb,6,Monday,747
2022-02-08,400757381,0,5763661,0.6592541041751974,394993720,2624706.0,0.0,13056.0,2022,2,Feb,6,Tuesday,748
2022-02-09,403196058,0,5776954,0.60851705186685,397419104,2438677.0,0.0,13293.0,2022,2,Feb,6,Wednesday,749
2022-02-10,405975896,0,5788716,0.6894506890243456,400187180,2779838.0,0.0,11762.0,2022,2,Feb,6,Thursday,750
2022-02-11,408397574,0,5800898,0.5965078281396293,402596676,2421678.0,0.0,12182.0,2022,2,Feb,6,Friday,751
2022-02-12,410316973,0,5809724,0.4699829583218826,404507249,1919399.0,0.0,8826.0,2022,2,Feb,6,Saturday,752
2022-02-13,411834455,0,5814923,0.3698316423288685,406019532,1517482.0,0.0,5199.0,2022,2,Feb,6,Sunday,753
2022-02-14,413533932,0,5825785,0.4126602277606909,407708147,1699477.0,0.0,10862.0,2022,2,Feb,7,Monday,754
2022-02-15,415413492,0,5836502,0.4545116747517589,409576990,1879560.0,0.0,10717.0,2022,2,Feb,7,Tuesday,755
2022-02-16,417650987,0,5849486,0.5386187601244304,411801501,2237495.0,0.0,12984.0,2022,2,Feb,7,Wednesday,756
2022-02-17,419707976,0,5861869,0.4925138606220988,413846107,2056989.0,0.0,12383.0,2022,2,Feb,7,Thursday,757
2022-02-18,421687213,0,5872514,0.4715747884667314,415814699,1979237.0,0.0,10645.0,2022,2,Feb,7,Friday,758
2022-02-19,423315769,0,5881022,0.38619999606201,417434747,1628556.0,0.0,8508.0,2022,2,Feb,7,Saturday,759
2022-02-20,424641031,0,5886415,0.3130670050706285,418754616,1325262.0,0.0,5393.0,2022,2,Feb,7,Sunday,760
2022-02-21,426036968,0,5893583,0.3287334237844764,420143385,1395937.0,0.0,7168.0,2022,2,Feb,8,Monday,761
2022-02-22,427749047,0,5903733,0.401861605587241,421845314,1712079.0,0.0,10150.0,2022,2,Feb,8,Tuesday,762
2022-02-23,429676087,0,5915748,0.4505071404635999,423760339,1927040.0,0.0,12015.0,2022,2,Feb,8,Wednesday,763
2022-02-24,431444205,0,5926525,0.4115002099244122,425517680,1768118.0,0.0,10777.0,2022,2,Feb,8,Thursday,764
2022-02-25,433081005,0,5935378,0.3793769810861175,427145627,1636800.0,0.0,8853.0,2022,2,Feb,8,Friday,765
2022-02-26,434510151,0,5941897,0.3299950779415966,428568254,1429146.0,0.0,6519.0,2022,2,Feb,8,Saturday,766
2022-02-27,435657010,0,5946387,0.263942970575157,429710623,1146859.0,0.0,4490.0,2022,2,Feb,8,Sunday,767
2022-02-28,437015803,0,5954001,0.3118951305294043,431061802,1358793.0,0.0,7614.0,2022,2,Feb,9,Monday,768
2022-03-01,438639552,0,5962176,0.3715538405827397,432677376,1623749.0,0.0,8175.0,2022,3,Mar,9,Tuesday,769
2022-03-02,440300042,0,5970165,0.378554554059001,434329877,1660490.0,0.0,7989.0,2022,3,Mar,9,Wednesday,770
2022-03-03,442056325,0,5978342,0.3988832233633991,436077983,1756283.0,0.0,8177.0,2022,3,Mar,9,Thursday,771
2022-03-04,443810172,0,5986924,0.3967474054352689,437823248,1753847.0,0.0,8582.0,2022,3,Mar,9,Friday,772
2022-03-05,445279837,0,5992605,0.3311472094875734,439287232,1469665.0,0.0,5681.0,2022,3,Mar,9,Saturday,773
2022-03-06,446492187,0,5996677,0.2722669879166345,440495510,1212350.0,0.0,4072.0,2022,3,Mar,9,Sunday,774
2022-03-07,447915024,0,6004209,0.3186700778708139,441910815,1422837.0,0.0,7532.0,2022,3,Mar,10,Monday,775
2022-03-08,449665818,0,6011475,0.3908763730148957,443654343,1750794.0,0.0,7266.0,2022,3,Mar,10,Tuesday,776
2022-03-09,451505161,0,6019271,0.4090466578449154,445485890,1839343.0,0.0,7796.0,2022,3,Mar,10,Wednesday,777
2022-03-10,453366072,0,6026792,0.4121571934811173,447339280,1860911.0,0.0,7521.0,2022,3,Mar,10,Thursday,778
2022-03-11,455216502,0,6033268,0.4081536123417722,449183234,1850430.0,0.0,6476.0,2022,3,Mar,10,Friday,779
2022-03-12,456964861,0,6037979,0.3840719728565552,450926882,1748359.0,0.0,4711.0,2022,3,Mar,10,Saturday,780
2022-03-13,458246184,0,6041327,0.2803985840828142,452204857,1281323.0,0.0,3348.0,2022,3,Mar,10,Sunday,781
2022-03-14,459875566,0,6046593,0.355569136610639,453828973,1629382.0,0.0,5266.0,2022,3,Mar,11,Monday,782
2022-03-15,461678072,0,6051908,0.3919551577132497,455626164,1802506.0,0.0,5315.0,2022,3,Mar,11,Tuesday,783
2022-03-16,463901519,0,6058692,0.4816011707829173,457842827,2223447.0,0.0,6784.0,2022,3,Mar,11,Wednesday,784
2022-03-17,465954428,0,6065766,0.4425312088706483,459888662,2052909.0,0.0,7074.0,2022,3,Mar,11,Thursday,785
2022-03-18,467868149,0,6071185,0.4107099074504342,461796964,1913721.0,0.0,5419.0,2022,3,Mar,11,Friday,786
2022-03-19,469577252,0,6075019,0.3652958645834213,463502233,1709103.0,0.0,3834.0,2022,3,Mar,11,Saturday,787
2022-03-20,470647389,0,6078084,0.2278937055494332,464569305,1070137.0,0.0,3065.0,2022,3,Mar,11,Sunday,788
2022-03-21,472118029,0,6094399,0.3124717217968036,466023630,1470640.0,0.0,16315.0,2022,3,Mar,12,Monday,789
2022-03-22,474093465,0,6099303,0.4184199455767871,467994162,1975436.0,0.0,4904.0,2022,3,Mar,12,Tuesday,790
2022-03-23,475866103,0,6105144,0.3739005345707518,469760959,1772638.0,0.0,5841.0,2022,3,Mar,12,Wednesday,791
2022-03-24,477617482,0,6110404,0.3680402930485679,471507078,1751379.0,0.0,5260.0,2022,3,Mar,12,Thursday,792
2022-03-25,479458583,0,6119371,0.3854760492204931,473339212,1841101.0,0.0,8967.0,2022,3,Mar,12,Friday,793
2022-03-26,480815100,0,6122298,0.2829268362477098,474692802,1356517.0,0.0,2927.0,2022,3,Mar,12,Saturday,794
2022-03-27,481727049,0,6124662,0.1896672962226019,475602387,911949.0,0.0,2364.0,2022,3,Mar,12,Sunday,795
2022-03-28,483219734,0,6128734,0.3098611554195704,477091000,1492685.0,0.0,4072.0,2022,3,Mar,13,Monday,796
2022-03-29,484968478,0,6133504,0.3618941605559511,478834974,1748744.0,0.0,4770.0,2022,3,Mar,13,Tuesday,797
2022-03-30,486560758,0,6138489,0.3283264938303887,480422269,1592280.0,0.0,4985.0,2022,3,Mar,13,Wednesday,798
2022-03-31,488406809,0,6143294,0.3794081149470751,482263515,1846051.0,0.0,4805.0,2022,3,Mar,13,Thursday,799
2022-04-01,489571518,0,6147833,0.2384710815937867,483423685,1164709.0,0.0,4539.0,2022,4,Apr,13,Friday,800
2022-04-02,490616434,0,6150482,0.2134348019812704,484465952,1044916.0,0.0,2649.0,2022,4,Apr,13,Saturday,801
2022-04-03,491405149,0,6152101,0.160760004219508,485253048,788715.0,0.0,1619.0,2022,4,Apr,13,Sunday,802
2022-04-04,492310289,0,6155027,0.184194244167352,486155262,905140.0,0.0,2926.0,2022,4,Apr,14,Monday,803
2022-04-05,493669057,0,6159243,0.2759982942383721,487509814,1358768.0,0.0,4216.0,2022,4,Apr,14,Tuesday,804
2022-04-06,495122641,0,6166840,0.2944450293954721,488955801,1453584.0,0.0,7597.0,2022,4,Apr,14,Wednesday,805
2022-04-07,496338419,0,6170907,0.2455508795850036,490167512,1215778.0,0.0,4067.0,2022,4,Apr,14,Thursday,806
2022-04-08,497531675,0,6175012,0.240411774370422,491356663,1193256.0,0.0,4105.0,2022,4,Apr,14,Friday,807
2022-04-09,498299996,0,6177309,0.1544265498272044,492122687,768321.0,0.0,2297.0,2022,4,Apr,14,Saturday,808
2022-04-10,498868313,0,6178789,0.1140511749070935,492689524,568317.0,0.0,1480.0,2022,4,Apr,14,Sunday,809
2022-04-11,499843502,0,6181737,0.1954802449038289,493661765,975189.0,0.0,2948.0,2022,4,Apr,15,Monday,810
2022-04-12,500880363,0,6185040,0.2074371269909997,494695323,1036861.0,0.0,3303.0,2022,4,Apr,15,Tuesday,811
2022-04-13,501920234,0,6189593,0.2076086580379674,495730641,1039871.0,0.0,4553.0,2022,4,Apr,15,Wednesday,812
2022-04-14,502892186,0,6193401,0.1936467060222162,496698785,971952.0,0.0,3808.0,2022,4,Apr,15,Thursday,813
2022-04-15,503606396,0,6195647,0.1420205005929442,497410749,714210.0,0.0,2246.0,2022,4,Apr,15,Friday,814
2022-04-16,504155459,0,6197159,0.1090262165772811,497958300,549063.0,0.0,1512.0,2022,4,Apr,15,Saturday,815
